,MSA,MSADSCR,NAICS3,NAICS3Desc,MinWage_ATPAmt,BMW_Cases,cmp_assd_cnt,ESTB,MinWage_Cases,case_violtn_cnt,is_violator,ee_atp_cnt,All_ATPAmt,ChildLabor_EmpAff,ee_violtd_cnt,PAYR_N,MinWage_EmpAff,BMW_ATPAmt,BMW_EmpAff,EMPL_N,Other_ATPAmt,Other_Cases,Other_EmpAff,ChildLabor_ATPAmt,ChildLabor_Cases,All_AtpAmt,num_investigations,km_cluster,MW_Vltn_Svrty,BMW_Vltn_Svrty,CL_Vltn_Svrty,OTHER_Vltn_Svrty,OVERALL_Vltn_Svrty
227,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",315,Apparel Manufacturing,372764.84,0,2887.0,14.0,49,54,2,28,789000.0,2,28,820.0,28,0.0,0,34.0,413348.16,0,2,2887.0,5,789000.0,2,0,306982.809412,0.0,169.823529412,24314.5976471,649764.705882
228,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",321,Wood Product Manufacturing,12412.83,0,0.0,11.0,12,12,1,12,37238.49,0,12,0.0,12,0.0,0,0.0,24825.66,0,0,0.0,0,37238.49,1,0,inf,,,,inf
229,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",322,Paper Manufacturing,0.0,0,0.0,12.0,0,4,2,0,0.0,0,4,0.0,0,0.0,0,0.0,0.0,4,4,0.0,0,0.0,2,0,,,,,
230,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",323,Printing and Related Support Activities,7382.53,0,0.0,62.0,21,21,1,20,22147.59,0,20,33656.0,20,0.0,0,848.0,14765.06,0,0,0.0,0,22147.59,1,0,174.116273585,0.0,0.0,0.0,522.348820755
231,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",324,Petroleum and Coal Products Manufacturing,3544.5,0,0.0,1.0,10,10,1,9,10633.5,0,9,0.0,9,0.0,0,0.0,7089.0,0,0,0.0,0,10633.5,1,0,inf,,,,inf
232,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",325,Chemical Manufacturing,12835.36,0,0.0,32.0,12,12,1,11,38506.08,0,11,0.0,11,0.0,0,0.0,25670.72,0,0,0.0,0,38506.08,2,0,inf,,,,inf
233,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",326,Plastics and Rubber Products Manufacturing,0.0,0,0.0,35.0,0,2,1,0,0.0,0,1,73333.0,0,0.0,0,1785.0,0.0,2,1,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
234,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",327,Nonmetallic Mineral Product Manufacturing,30000.0,0,0.0,28.0,27,27,1,27,90000.0,0,27,47210.0,27,0.0,0,934.0,60000.0,0,0,0.0,0,90000.0,1,0,867.237687366,0.0,0.0,0.0,2601.7130621
235,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",331,Primary Metal Manufacturing,3811.07,0,0.0,13.0,3,3,1,2,11433.21,0,2,21732.0,2,0.0,0,492.0,7622.14,0,0,0.0,0,11433.21,1,0,15.4921544715,0.0,0.0,0.0,46.4764634146
236,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",332,Fabricated Metal Product Manufacturing,449.0,0,0.0,174.0,7,7,1,6,1347.0,0,6,148875.0,6,0.0,0,2983.0,898.0,0,0,0.0,0,1347.0,2,0,0.903117666778,0.0,0.0,0.0,2.70935300034
237,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",333,Machinery Manufacturing,0.0,0,0.0,84.0,0,0,0,0,0.0,0,0,223880.0,0,0.0,0,3361.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
238,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",334,Computer and Electronic Product Manufacturing,0.0,0,0.0,120.0,0,0,0,0,0.0,0,0,372974.0,0,0.0,0,5215.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
239,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",335,"Electrical Equipment, Appliance, and Component Manufacturing",14967.98,0,0.0,22.0,10,11,3,7,44903.94,0,9,51406.0,7,0.0,0,831.0,29935.96,1,2,0.0,0,44903.94,3,0,126.084067389,0.0,0.0,72.0480385078,486.324259928
240,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",337,Furniture and Related Product Manufacturing,15592.69,0,0.0,29.0,12,12,1,12,46778.07,0,12,14518.0,12,0.0,0,386.0,31185.38,0,0,0.0,0,46778.07,1,0,484.746839378,0.0,0.0,0.0,1454.24051813
241,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",339,Miscellaneous Manufacturing,1062.25,0,0.0,99.0,9,9,2,8,2494.89,0,9,52444.0,8,0.0,0,1056.0,1432.64,0,1,0.0,0,2494.89,3,0,8.04734848485,0.0,0.0,1.35666666667,21.2632670455
242,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",423,"Merchant Wholesalers, Durable Goods",26731.22,0,0.0,648.0,33,35,5,28,80193.66,0,29,476034.0,28,0.0,0,7160.0,53462.44,2,1,0.0,0,80193.66,6,0,104.535497207,0.0,0.0,7.46682122905,324.806723464
243,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",424,"Merchant Wholesalers, Nondurable Goods",84785.7,0,1425.0,353.0,30,48,6,39,260281.1,0,40,529162.0,27,0.0,0,6436.0,175495.4,18,13,0.0,0,260281.1,6,0,355.68892169,0.0,0.0,354.481075202,1617.65755127
244,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",441,Motor Vehicle and Parts Dealers,10435.13,0,3960.0,251.0,10,15,5,7,38112.17,2,9,241996.0,6,0.0,0,5153.0,31637.04,2,1,3960.0,3,38112.17,7,0,12.1503551329,0.0,1.53696875606,6.13953813313,66.5650164952
245,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",442,Furniture and Home Furnishings Stores,0.0,0,0.0,134.0,0,0,0,0,0.0,0,0,27705.0,0,0.0,0,1047.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
246,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",443,Electronics and Appliance Stores,2005.31,0,0.0,132.0,4,4,1,3,6015.93,0,3,42763.0,3,0.0,0,1405.0,4010.62,0,0,0.0,0,6015.93,1,0,4.28180071174,0.0,0.0,0.0,12.8454021352
247,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",445,Food and Beverage Stores,34824.85,0,9020.0,416.0,14,23,4,9,104474.55,5,15,189872.0,9,0.0,0,7691.0,78669.7,0,1,9020.0,9,104474.55,6,0,40.7520023404,0.0,5.86399687947,10.228799896,203.760011702
248,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",446,Health and Personal Care Stores,0.0,0,0.0,259.0,0,0,1,0,0.0,0,1,81434.0,0,0.0,0,2263.0,0.0,0,1,0.0,0,0.0,3,0,0.0,0.0,0.0,0.0,0.0
249,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",447,Gasoline Stations,58503.79,0,1848.0,151.0,63,63,9,58,175511.37,0,67,23602.0,58,0.0,0,1182.0,117007.58,0,9,0.0,0,175511.37,9,0,2870.74434856,0.0,0.0,890.920659898,9948.61403553
250,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",448,Clothing and Clothing Accessories Stores,1298.55,0,0.0,444.0,6,8,2,6,3895.65,2,8,103209.0,6,0.0,0,6559.0,2597.1,0,0,0.0,2,3895.65,2,0,1.18787924989,0.0,0.0,0.0,4.75151699954
251,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",2253.03,0,0.0,113.0,3,3,1,2,6759.09,0,2,21552.0,2,0.0,0,1339.0,4506.06,0,0,0.0,0,6759.09,1,0,3.36524271845,0.0,0.0,0.0,10.0957281553
252,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",453,Miscellaneous Store Retailers,0.0,0,0.0,250.0,0,0,0,0,0.0,0,0,35442.0,0,0.0,0,1889.0,0.0,0,0,0.0,0,0.0,2,0,0.0,0.0,0.0,0.0,0.0
253,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",484,Truck Transportation,7954.11,0,0.0,169.0,6,86,6,46,567212.87,0,48,62250.0,5,0.0,0,1300.0,559258.76,80,43,0.0,0,567212.87,7,0,30.5927307692,0.0,0.0,18498.5589846,20943.2444308
254,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",485,Transit and Ground Passenger Transportation,360.5,0,0.0,38.0,2,2,1,1,1081.5,0,1,21590.0,1,0.0,0,804.0,721.0,0,0,0.0,0,1081.5,2,0,0.448383084577,0.0,0.0,0.0,1.34514925373
255,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",486,Pipeline Transportation,155929.34,0,0.0,1.0,16,16,1,15,467788.02,0,15,0.0,15,0.0,0,0.0,311858.68,0,0,0.0,0,467788.02,1,0,inf,,,,inf
256,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",488,Support Activities for Transportation,386.85,0,0.0,75.0,2,2,1,1,1160.55,0,1,33621.0,1,0.0,0,1138.0,773.7,0,0,0.0,0,1160.55,2,0,0.339938488576,0.0,0.0,0.0,1.01981546573
257,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",492,Couriers and Messengers,0.0,0,0.0,32.0,1,53,3,31,180352.62,0,32,32532.0,0,0.0,0,820.0,180352.62,52,32,0.0,0,180352.62,3,0,0.0,0.0,0.0,7038.15102439,7038.15102439
258,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",512,Motion Picture and Sound Recording Industries,0.0,0,0.0,146.0,0,0,0,0,0.0,0,0,22676.0,0,0.0,0,861.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
259,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",517,Telecommunications,64040.67,0,0.0,145.0,117,119,7,43,193291.77,0,94,147590.0,42,0.0,0,0.0,129251.1,2,52,0.0,0,193291.77,9,0,inf,,,inf,inf
260,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",518,"Data Processing, Hosting, and Related Services",0.0,0,0.0,44.0,0,0,0,0,0.0,0,0,40787.0,0,0.0,0,719.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
261,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",522,Credit Intermediation and Related Activities,61206.37,0,0.0,508.0,26,27,4,25,183825.11,0,26,0.0,24,0.0,0,0.0,122618.74,1,2,0.0,0,183825.11,4,0,inf,,,inf,inf
262,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",524,Insurance Carriers and Related Activities,41493.96,0,0.0,557.0,45,45,5,44,124481.88,0,47,270683.0,44,0.0,0,3748.0,82987.92,0,3,0.0,0,124481.88,6,0,487.12226254,0.0,0.0,66.4257630736,1561.00543223
263,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",525,"Funds, Trusts, and Other Financial Vehicles",30834.02,0,0.0,3.0,23,23,1,15,92502.06,0,15,0.0,15,0.0,0,0.0,61668.04,0,0,0.0,0,92502.06,1,0,inf,,,,inf
264,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",531,Real Estate,47550.52,0,3300.0,879.0,25,25,4,19,142651.56,0,20,135184.0,19,0.0,0,3146.0,95101.04,0,1,0.0,0,142651.56,4,0,287.177329943,0.0,0.0,30.2291926256,906.875778767
265,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",532,Rental and Leasing Services,0.0,0,0.0,151.0,0,0,0,0,0.0,0,0,51090.0,0,0.0,0,1191.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
266,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",541,"Professional, Scientific, and Technical Services",1293266.87,0,0.0,2670.0,495,523,14,500,3986516.01,0,504,2489531.0,486,0.0,0,22247.0,2693249.14,28,18,0.0,0,3986516.01,19,0,28252.2451935,0.0,0.0,2179.10210455,90313.4835726
267,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",561,Administrative and Support Services,1081864.16,0,0.0,1018.0,956,997,24,840,2321910.76,0,868,557308.0,820,0.0,0,17451.0,1240046.6,41,48,0.0,0,2321910.76,33,0,50835.4026245,0.0,0.0,3410.82097301,115490.146105
268,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",562,Waste Management and Remediation Services,0.0,0,0.0,47.0,0,8,1,7,46114.68,0,7,49020.0,0,0.0,0,847.0,46114.68,8,7,0.0,0,46114.68,1,0,0.0,0.0,0.0,381.113057851,381.113057851
269,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",611,Educational Services,0.0,0,0.0,259.0,1,1,1,0,0.0,0,0,160411.0,0,0.0,0,5090.0,0.0,0,0,0.0,0,0.0,2,0,0.0,0.0,0.0,0.0,0.0
270,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",621,Ambulatory Health Care Services,15216.67,0,0.0,2040.0,34,34,8,27,45650.01,0,28,785289.0,27,0.0,0,15464.0,30433.34,0,1,0.0,0,45650.01,8,0,26.5681641231,0.0,0.0,1.96801215727,82.6565106053
271,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",622,Hospitals,1436.15,0,0.0,9.0,2,2,1,1,4308.45,0,1,476915.0,1,0.0,0,7232.0,2872.3,0,0,0.0,0,4308.45,1,0,0.198582688053,0.0,0.0,0.0,0.595748064159
272,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",623,Nursing and Residential Care Facilities,593739.03,0,21526.25,199.0,399,408,18,305,1915220.22,0,365,147216.0,305,0.0,0,5363.0,1321481.19,9,60,0.0,0,1915220.22,19,0,33766.6239325,0.0,0.0,14784.4250233,130347.824035
273,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",624,Social Assistance,21190.71,0,0.0,340.0,13,19,3,17,86038.23,0,17,116657.0,11,0.0,0,5370.0,64847.52,6,6,0.0,0,86038.23,8,0,43.4074134078,0.0,0.0,72.4553296089,272.374284916
274,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",713,"Amusement, Gambling, and Recreation Industries",0.0,0,0.0,161.0,0,0,0,0,0.0,0,0,66373.0,0,0.0,0,3568.0,0.0,0,0,0.0,0,0.0,2,0,0.0,0.0,0.0,0.0,0.0
275,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",721,Accommodation,1632.43,0,0.0,105.0,2,2,1,1,4897.29,0,1,64726.0,1,0.0,0,2630.0,3264.86,0,0,0.0,0,4897.29,2,0,0.62069581749,0.0,0.0,0.0,1.86208745247
276,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",722,Food Services and Drinking Places,701282.45,0,24573.0,1506.0,487,516,42,309,1952673.57,13,413,433065.0,309,0.0,0,26885.0,1250601.12,15,91,7050.0,14,1952673.57,52,0,8060.11817184,0.0,3.40896410638,4233.01848317,29996.4360948
277,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",811,Repair and Maintenance,141786.38,0,4620.0,520.0,180,191,10,135,426236.62,0,158,114950.0,125,0.0,0,3104.0,284450.24,11,33,0.0,0,426236.62,14,0,5709.82522552,0.0,0.0,3024.11659794,21696.3227964
278,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",812,Personal and Laundry Services,12349.44,0,0.0,452.0,18,18,2,13,35130.63,0,13,43840.0,13,0.0,0,2428.0,22781.19,0,0,0.0,0,35130.63,2,0,66.121383855,0.0,0.0,0.0,188.096453871
279,37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",3124.57,0,0.0,517.0,12,12,1,11,9373.71,0,11,112495.0,11,0.0,0,4679.0,6249.14,0,0,0.0,0,9373.71,1,0,7.34564436845,0.0,0.0,0.0,22.0369331054
280,39820.0,"Redding, CA Metro Area",115,Support Activities for Agriculture and Forestry,0.0,0,7050.0,10.0,1,103,4,51,42656.66,0,51,0.0,0,0.0,0,0.0,42656.66,102,51,0.0,0,42656.66,4,0,,,,inf,inf
281,39820.0,"Redding, CA Metro Area",236,Construction of Buildings,0.0,0,0.0,110.0,0,0,0,0,0.0,0,0,13766.0,0,0.0,0,298.0,0.0,0,0,0.0,0,0.0,2,0,0.0,0.0,0.0,0.0,0.0
282,39820.0,"Redding, CA Metro Area",237,Heavy and Civil Engineering Construction,2214.32,0,0.0,44.0,4,4,2,3,6642.96,0,3,44304.0,3,0.0,0,624.0,4428.64,0,0,0.0,0,6642.96,2,0,10.6457692308,0.0,0.0,0.0,31.9373076923
283,39820.0,"Redding, CA Metro Area",238,Specialty Trade Contractors,37986.24,0,0.0,270.0,54,63,4,61,159410.94,0,61,53574.0,52,0.0,0,1283.0,121424.7,9,9,0.0,0,159410.94,4,0,1539.58260327,0.0,0.0,851.771083398,7579.16394388
284,39820.0,"Redding, CA Metro Area",442,Furniture and Home Furnishings Stores,1144.93,0,3100.0,33.0,3,5,1,2,3259.08,1,3,4864.0,2,0.0,0,182.0,985.85,0,0,3100.0,2,3259.08,1,0,12.5816483516,0.0,17.032967033,0.0,53.7210989011
285,39820.0,"Redding, CA Metro Area",445,Food and Beverage Stores,0.0,0,12375.0,66.0,2,8,5,0,0.0,6,6,42889.0,0,0.0,0,1571.0,12375.0,0,0,12375.0,6,0.0,5,0,0.0,0.0,47.2628898791,0.0,0.0
286,39820.0,"Redding, CA Metro Area",447,Gasoline Stations,15088.53,0,0.0,80.0,51,51,9,39,43374.15,0,39,10445.0,39,0.0,0,595.0,28285.62,0,0,0.0,0,43374.15,10,0,988.996084034,0.0,0.0,0.0,2843.01151261
287,39820.0,"Redding, CA Metro Area",448,Clothing and Clothing Accessories Stores,0.0,0,0.0,57.0,0,0,0,0,0.0,0,0,8023.0,0,0.0,0,590.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
288,39820.0,"Redding, CA Metro Area",453,Miscellaneous Store Retailers,217.5,8,0.0,55.0,16,24,1,15,3603.7,0,15,9517.0,15,3277.45,8,411.0,108.75,0,8,0.0,0,3603.7,1,0,7.93795620438,63.7946472019,0.0,2.11678832117,131.52189781
289,39820.0,"Redding, CA Metro Area",484,Truck Transportation,0.0,0,0.0,73.0,0,16,1,7,57884.68,0,7,23005.0,0,0.0,0,555.0,57884.68,16,7,0.0,0,57884.68,1,0,0.0,0.0,0.0,730.077045045,730.077045045
290,39820.0,"Redding, CA Metro Area",522,Credit Intermediation and Related Activities,0.0,0,0.0,100.0,0,462,1,0,0.0,0,1,50946.0,0,0.0,0,977.0,0.0,462,1,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
291,39820.0,"Redding, CA Metro Area",541,"Professional, Scientific, and Technical Services",153.02,0,0.0,356.0,4,4,2,3,459.06,0,4,99423.0,3,0.0,0,2033.0,306.04,0,1,0.0,0,459.06,2,0,0.225804230202,0.0,0.0,0.150536153468,0.903216920807
292,39820.0,"Redding, CA Metro Area",561,Administrative and Support Services,6907.34,0,3948.0,175.0,18,40,7,24,42169.15,2,27,86872.0,14,0.0,0,2988.0,38131.81,19,11,2870.0,3,42169.15,11,0,32.363708166,0.0,1.92101740295,140.378149264,381.046536145
293,39820.0,"Redding, CA Metro Area",621,Ambulatory Health Care Services,327.07,0,0.0,421.0,5,5,2,4,862.92,0,4,188936.0,4,0.0,0,3642.0,535.85,0,0,0.0,0,862.92,2,0,0.359220208677,0.0,0.0,0.0,0.947742998353
294,39820.0,"Redding, CA Metro Area",623,Nursing and Residential Care Facilities,118188.13,0,1550.0,84.0,199,200,28,155,300150.48,1,162,57177.0,155,0.0,0,2026.0,183512.35,0,6,1550.0,1,300150.48,32,0,9042.03363771,0.0,0.765054294176,543.471915104,24000.1864561
295,39820.0,"Redding, CA Metro Area",624,Social Assistance,58.0,0,0.0,112.0,3,4,2,1,87.0,0,2,33543.0,1,0.0,0,1540.0,29.0,1,1,0.0,0,87.0,4,0,0.0376623376623,0.0,0.0,0.0188311688312,0.112987012987
296,39820.0,"Redding, CA Metro Area",713,"Amusement, Gambling, and Recreation Industries",1432.54,0,0.0,46.0,12,12,5,7,4297.62,0,7,0.0,7,0.0,0,0.0,2865.08,0,0,0.0,0,4297.62,5,0,inf,,,,inf
297,39820.0,"Redding, CA Metro Area",721,Accommodation,114179.03,0,0.0,60.0,93,93,17,68,218185.86,0,68,15236.0,68,0.0,0,669.0,104006.83,0,0,0.0,0,218185.86,23,0,11605.6413154,0.0,0.0,0.0,22177.3370404
298,39820.0,"Redding, CA Metro Area",722,Food Services and Drinking Places,68900.43,0,27699.0,319.0,180,449,51,126,175962.42,15,147,69645.0,126,0.0,0,4950.0,126910.73,249,6,20032.0,20,175962.42,60,0,1753.82912727,0.0,60.703030303,153.831187879,5225.55065455
299,39820.0,"Redding, CA Metro Area",811,Repair and Maintenance,0.0,0,0.0,164.0,0,0,0,0,0.0,0,0,25027.0,0,0.0,0,715.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
300,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",113,Forestry and Logging,93959.06,0,0.0,5.0,87,117,1,87,281877.18,0,87,2451.0,87,0.0,0,0.0,187918.12,30,0,0.0,0,281877.18,1,0,inf,,,,inf
301,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",115,Support Activities for Agriculture and Forestry,283.63,0,140125.0,74.0,33,654,57,313,114451.73,1,314,20451.0,3,0.0,0,817.0,115543.1,619,310,1375.0,2,114451.73,80,0,1.04148102815,0.0,1.68298653611,43841.3231334,43987.5682007
302,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",211,Oil and Gas Extraction,0.0,0,0.0,1.0,53,53,1,0,0.0,0,52,0.0,0,0.0,0,0.0,0.0,0,52,0.0,0,0.0,2,0,,,,,
303,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",212,Mining (except Oil and Gas),191437.29,0,0.0,41.0,200,203,2,198,574311.87,0,200,91700.0,198,0.0,0,1277.0,382874.58,3,2,0.0,0,574311.87,2,0,29682.524213,0.0,0.0,599.646953798,89947.0430697
304,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",221,Utilities,56801.64,0,0.0,156.0,18,42,3,33,221614.08,0,33,493980.0,14,0.0,0,5830.0,164812.44,24,19,0.0,0,221614.08,7,0,136.401879931,0.0,0.0,537.124590051,1254.41932075
305,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",236,Construction of Buildings,812428.07,0,14520.0,1745.0,1198,1480,29,685,2751654.44,0,1320,514141.0,538,0.0,0,10733.0,1939226.37,282,782,0.0,0,2751654.44,52,1,40723.5909494,0.0,0.0,141290.880587,338412.732768
306,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",237,Heavy and Civil Engineering Construction,933015.79,0,0.0,426.0,1052,1246,14,1071,3012598.7,1,1091,691021.0,965,0.0,0,9976.0,2079582.91,192,125,0.0,2,3012598.7,23,0,90252.6300471,0.0,0.0,26057.3239525,329465.234733
307,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",238,Specialty Trade Contractors,2675301.15,0,37158.0,4643.0,2962,3441,94,2752,9453608.1,0,3076,2014456.0,2492,0.0,0,46610.0,6778306.95,479,584,0.0,0,9453608.1,164,1,143034.766484,0.0,0.0,84928.7976572,623885.400463
308,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",311,Food Manufacturing,112133.48,0,13464.0,214.0,86,86,4,81,336307.26,0,81,390909.0,81,0.0,0,9617.0,224173.78,0,0,0.0,0,336307.26,9,0,944.453767287,0.0,0.0,0.0,2832.57648539
309,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",312,Beverage and Tobacco Product Manufacturing,22054.75,0,0.0,69.0,9,9,3,7,66164.25,0,8,106229.0,7,0.0,0,2458.0,44109.5,0,1,0.0,0,66164.25,3,0,62.8084825061,0.0,0.0,17.945280716,215.343368592
310,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",313,Textile Mills,121446.75,0,0.0,17.0,64,64,2,59,182570.79,0,60,9541.0,59,0.0,0,469.0,61124.04,0,1,0.0,0,182570.79,2,0,15277.9493603,0.0,0.0,130.328443497,23356.6042644
311,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",315,Apparel Manufacturing,94644.24,0,16002.0,47.0,88,88,6,65,263386.05,0,65,7028.0,65,0.0,0,323.0,168741.81,0,0,0.0,0,263386.05,10,0,19046.0544892,0.0,0.0,0.0,53003.3846749
312,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",321,Wood Product Manufacturing,578399.24,0,42652.5,125.0,579,594,16,384,1628420.22,6,483,123444.0,384,0.0,0,3565.0,1042595.98,0,99,7425.0,15,1628420.22,20,0,62301.6292174,0.0,12.4964936886,28952.8757419,220624.674968
313,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",322,Paper Manufacturing,16234.19,0,0.0,49.0,42,48,2,41,48702.57,0,43,97897.0,41,0.0,0,1974.0,32468.38,6,2,0.0,0,48702.57,3,0,337.18429078,0.0,0.0,32.8960283688,1060.89691489
314,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",323,Printing and Related Support Activities,30974.94,0,10098.0,224.0,60,60,7,54,92861.55,0,55,91970.0,54,0.0,0,2459.0,61886.61,0,1,0.0,0,92861.55,9,0,680.214217161,0.0,0.0,25.1673891826,2077.01718178
315,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",325,Chemical Manufacturing,625.56,0,8250.0,142.0,4,6,2,6,26033.82,0,6,285647.0,4,0.0,0,4982.0,25408.26,2,2,0.0,0,26033.82,3,0,0.502256122039,0.0,0.0,10.2000240867,31.3534564432
316,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",326,Plastics and Rubber Products Manufacturing,43835.48,0,0.0,235.0,46,60,6,50,173117.94,1,52,380604.0,43,0.0,0,9654.0,129282.46,13,8,0.0,1,173117.94,6,0,195.24814999,0.0,0.0,107.13276155,932.47699192
317,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",327,Nonmetallic Mineral Product Manufacturing,127646.61,0,0.0,159.0,86,86,3,80,381497.19,0,81,271903.0,80,0.0,0,5548.0,253850.58,0,1,0.0,0,381497.19,5,0,1840.61441961,0.0,0.0,45.755331651,5569.80396359
318,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",331,Primary Metal Manufacturing,0.0,0,0.0,60.0,0,0,0,0,0.0,0,0,209997.0,0,0.0,0,3474.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
319,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",332,Fabricated Metal Product Manufacturing,48331.82,0,0.0,678.0,91,91,5,76,102215.37,0,85,705990.0,76,0.0,0,14413.0,53883.55,0,9,0.0,0,102215.37,8,0,254.854528551,0.0,0.0,33.6468431277,602.81041074
320,40140.0,"Riverside-San Bernardino-Ontario, CA Metro Area",333,Machinery Manufacturing,0.0,0,0.0,246.0,0,0,0,0,0.0,0,0,282753.0,0,0.0,0,5417.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
